YEAR,GHCN,NAME,STATE,LATITUDE,LONGITUDE,MaxT_Records,MinT_Records,MaxT_Obs,MinT_Obs,HeatRisk
2005,USC00020080,AJO,AZ,32.37,-112.86,100,73,85,63,1
2006,USC00020080,AJO,AZ,32.37,-112.86,100,74,86,63,1
2007,USC00020080,AJO,AZ,32.37,-112.86,100,73,88,63,1
2008,USC00020080,AJO,AZ,32.37,-112.86,98,72,84,60,1
2009,USC00020080,AJO,AZ,32.37,-112.86,104,77,92,67,1
2010,USC00020080,AJO,AZ,32.37,-112.86,101,74,86,62,1
2011,USC00020080,AJO,AZ,32.37,-112.86,100,73,85,60,1
2012,USC00020080,AJO,AZ,32.37,-112.86,99,73,87,61,1
2013,USC00020080,AJO,AZ,32.37,-112.86,100,73,85,60,1
2014,USC00020080,AJO,AZ,32.37,-112.86,100,73,87,62,1
2015,USC00020080,AJO,AZ,32.37,-112.86,100,73,86,61,1
2016,USC00020080,AJO,AZ,32.37,-112.86,100,73,88,61,1
2017,USC00020080,AJO,AZ,32.37,-112.86,100,73,89,61,1
2018,USC00020080,AJO,AZ,32.37,-112.86,100,73,87,62,1
2019,USC00020080,AJO,AZ,32.37,-112.86,100,73,86,60,1
2020,USC00020080,AJO,AZ,32.37,-112.86,100,73,89,62,1
2021,USC00020080,AJO,AZ,32.37,-112.86,100,73,88,61,1
2022,USC00020080,AJO,AZ,32.37,-112.86,100,73,88,61,1
2023,USC00020080,AJO,AZ,32.37,-112.86,100,73,88,60,1
2024,USC00020080,AJO,AZ,32.37,-112.86,100,74,90,62,1
2005,USC00021248,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,71,41,1
2006,USC00021249,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,70,38,0
2007,USC00021250,CANYON DE CHELLY,AZ,36.153,-109.539,85,55,70,40,0
2008,USC00021251,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,68,38,0
2009,USC00021252,CANYON DE CHELLY,AZ,36.153,-109.539,85,55,69,39,0
2010,USC00021253,CANYON DE CHELLY,AZ,36.153,-109.539,84,55,68,39,0
2011,USC00021254,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,68,39,0
2012,USC00021255,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,71,39,0
2013,USC00021256,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,67,38,0
2014,USC00021257,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,70,40,0
2015,USC00021258,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,69,39,0
2016,USC00021259,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,70,39,0
2017,USC00021260,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,72,40,0
2018,USC00021261,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,72,39,1
2019,USC00021262,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,67,38,0
2020,USC00021263,CANYON DE CHELLY,AZ,36.153,-109.539,83,54,70,37,1
2021,USC00021264,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,70,38,0
2022,USC00021265,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,69,38,1
2023,USC00021266,CANYON DE CHELLY,AZ,36.153,-109.539,84,54,69,37,1
2024,USC00021267,CANYON DE CHELLY,AZ,36.153,-109.539,86,55,72,41,1
2005,USC00023160,FORT VALLEY,AZ,35.272,-111.73,79,44,65,29,0
2006,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,65,27,0
2007,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,65,27,0
2008,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,62,26,0
2009,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,62,26,0
2010,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,60,27,0
2011,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,61,26,0
2012,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,63,28,0
2013,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,61,27,0
2014,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,65,31,0
2015,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,66,36,0
2016,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,65,29,0
2017,USC00023160,FORT VALLEY,AZ,35.272,-111.73,74,40,60,26,0
2018,USC00023160,FORT VALLEY,AZ,35.272,-111.73,79,45,66,31,1
2019,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,-1,-1,-1
2020,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,-1,-1,-1
2021,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,-1,-1,-1
2022,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,-1,-1,-1
2023,USC00023160,FORT VALLEY,AZ,35.272,-111.73,76,43,63,27,0
2024,USC00023160,FORT VALLEY,AZ,35.272,-111.73,78,43,63,28,0
2005,USC00026796,PRESCOTT,AZ,34.571,-112.432,90,58,74,46,1
2006,USC00026796,PRESCOTT,AZ,34.571,-112.432,89,58,74,45,1
2007,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,72,42,1
2008,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,71,40,0
2009,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,71,40,0
2010,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,69,40,0
2011,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,70,39,1
2012,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,72,40,1
2013,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,70,39,0
2014,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,72,41,0
2015,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,71,41,0
2016,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,72,41,0
2017,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,73,41,1
2018,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,72,41,1
2019,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,69,40,0
2020,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,73,40,1
2021,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,71,41,1
2022,USC00026796,PRESCOTT,AZ,34.571,-112.432,86,55,71,40,1
2023,USC00026796,PRESCOTT,AZ,34.571,-112.432,85,54,70,38,1
2024,USC00026796,PRESCOTT,AZ,34.571,-112.432,85,54,71,39,1
2005,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,67,83,58,1
2006,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,67,83,57,1
2007,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,67,83,56,1
2008,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,67,82,54,1
2009,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,67,83,54,1
2010,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,68,82,57,1
2011,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,67,82,58,1
2012,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,97,68,85,60,1
2013,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,98,69,85,60,1
2014,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,67,83,59,1
2015,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,97,68,84,60,1
2016,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,96,67,84,59,1
2017,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,97,69,86,61,1
2018,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,97,69,-1,-1,-1
2019,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,98,70,85,56,1
2020,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,95,67,84,54,1
2021,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,97,68,83,53,1
2022,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,97,68,82,50,1
2023,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,95,66,79,46,1
2024,USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109,98,69,84,58,1
2010,USC00027390,SAFFORD AGRICULTURAL CENTER,AZ,32.815,-109.681,,,,,
2011,USC00027435,SAINT JOHNS,AZ,34.518,-109.401,,,,,
2012,USC00027716,SELIGMAN,AZ,35.332,-112.879,,,,,
2013,USC00028619,TOMBSTONE,AZ,31.712,-110.069,,,,,
2014,USC00029287,WICKENBURG,AZ,33.979,-112.74,,,,,
2015,USC00029359,WILLIAMS,AZ,35.241,-112.193,,,,,
2016,USC00020672,BEAVER DAM,AZ,36.914,-113.942,,,,,
2017,USC00022140,CORONADO NATIONAL MEMORIAL,AZ,31.346,-110.254,,,,,
2018,USC00025924,NOGALES 6 N,AZ,31.455,-110.968,,,,,
2019,USC00027619,SASABE,AZ,31.483,-111.544,,,,,
2020,USC00028865,TUMACACORI NM,AZ,31.568,-111.05,,,,,
2021,USC00026716,PORTAL 4 SW,AZ,31.883,-109.206,,,,,
2022,USC00026353,PEARCE - SUNSITES,AZ,31.936,-109.838,,,,,
2023,USC00020683,BENSON 6 SE,AZ,31.881,-110.24,,,,,
2024,USC00026132,ORGAN PIPE CACTUS NM,AZ,31.956,-112.8,,,,,
,USC00020287,ANVIL RANCH,AZ,31.979,-111.384,,,,,
,USC00029334,WILLCOX,AZ,32.255,-109.837,,,,,
,USC00021330,CASCABEL,AZ,32.262,-110.348,,,,,
,USC00028396,TACNA 3 NE,AZ,32.722,-113.919,,,,,
,USC00022754,DUNCAN,AZ,32.748,-109.121,,,,,
,USW00003125,YUMA PROVING GROUND,AZ,32.836,-114.394,,,,,
,USC00023393,GILA BEND 2SE,AZ,32.938,-112.681,,,,,
,USC00023150,FORT THOMAS 2 SW,AZ,33.009,-109.986,,,,,
,USC00021314,CASA GRANDE NATL MONUMENT,AZ,32.995,-111.537,,,,,
,USC00025270,MARICOPA 4 N,AZ,33.114,-112.03,,,,,
,USC00024702,KOFA MINE,AZ,33.274,-113.965,,,,,
,USC00024829,LAVEEN 3 SSE,AZ,33.337,-112.147,,,,,
,USC00020808,BLACK RIVER PUMPS,AZ,33.478,-109.752,,,,,
,USC00026865,QUARTZSITE,AZ,33.665,-114.228,,,,,
,USC00021282,CAREFREE,AZ,33.816,-111.902,,,,,
,USC00020159,ALPINE,AZ,33.849,-109.147,,,,,
,USC00021353,CASTLE HOT SPRINGS,AZ,33.983,-112.363,,,,,
,USC00020949,BOUSE,AZ,33.943,-114.024,,,,,
,USC00025412,MCNARY 2N,AZ,34.113,-109.86,,,,,
,USC00026653,PLEASANT VALLEY,AZ,34.1,-110.966,,,,,
,USC00028162,SPRINGERVILLE,AZ,34.131,-109.275,,,,,
,USW00093139,PAYSON,AZ,34.233,-111.345,,,,,
,USC00022109,CORDES,AZ,34.305,-112.165,,,,,
,USC00023961,HEBER (BLACK MESA) RANGER STATION,AZ,34.392,-110.558,,,,,
,USC00028012,SNOWFLAKE,AZ,34.508,-110.084,,,,,
,USW00023184,PRESCOTT LOVE FIELD,AZ,34.649,-112.422,,,,,
,USC00020586,BAGDAD,AZ,34.597,-113.174,,,,,
,USC00020871,BLUE RIDGE RANGER STATION,AZ,34.611,-111.192,,,,,
,USC00025635,MONTEZUMA CASTLE NATIONAL MONUMENT,AZ,34.611,-111.838,,,,,
,USC00023828,HAPPY JACK RANGER STATION,AZ,34.742,-111.409,,,,,
,USC00028904,TUZIGOOT,AZ,34.77,-112.026,,,,,
,USC00024453,JEROME,AZ,34.754,-112.112,,,,,
,USC00026468,PETRIFIED FOREST NP,AZ,34.799,-109.885,,,,,
,USC00029645,YUCCA 1 NNE,AZ,34.877,-114.134,,,,,
,USC00029158,WALNUT CREEK,AZ,34.928,-112.81,,,,,
,USC00026037,OAK CREEK CANYON,AZ,34.96,-111.755,,,,,
,USW00023194,WINSLOW AIRPORT,AZ,35.028,-110.722,,,,,
,USW00003103,FLAGSTAFF AP,AZ,35.144,-111.666,,,,,
,USC00027488,SANDERS,AZ,35.224,-109.322,,,,,
,USC00028329,SUNSET CRATER NM,AZ,35.369,-111.544,,,,,
,USC00029542,WUPATKI NM,AZ,35.52,-111.372,,,,,
,USC00021001,BRIGHT ANGEL RANGER STATION,AZ,36.215,-112.062,,,,,
,USC00020750,BETATAKIN,AZ,36.678,-110.541,,,,,
,USC00026616,PIPE SPRING NATIONAL MONUMENT,AZ,36.863,-112.737,,,,,
,USC00028468,TEEC NOS POS,AZ,36.923,-109.09,,,,,
,USC00026180,PAGE,AZ,36.921,-111.449,,,,,
,USW00093026,DOUGLAS (BISBEE) INTL AP,AZ,31.458,-109.606,,,,,
,USW00023160,TUCSON INTERNATIONAL AIRPORT,AZ,32.132,-110.956,,,,,
,USW00023161,BARSTOW-DAGGETT AIRPORT,CA,34.854,-116.787,,,,,
,USW00093107,SAN DIEGO MIRAMAR NAS,CA,32.867,-117.133,,,,,
,USW00093112,NORTH ISLAND NAS,CA,32.692,-117.21,,,,,
,USC00041614,CEDARVILLE,CA,41.53,-120.179,,,,,
,USC00041912,COLFAX,CA,39.09,-120.947,,,,,
,USC00042239,CUYAMACA,CA,32.99,-116.587,,,,,
,USC00042294,DAVIS 2 WSW EXP FARM,CA,38.535,-121.776,,,,,
,USC00042319,DEATH VALLEY NATIONAL PARK,CA,36.463,-116.867,,,,,
,USC00042941,FAIRMONT,CA,34.705,-118.43,,,,,
,USC00043161,FORT BRAGG 5 N,CA,39.51,-123.756,,,,,
,USC00043747,HANFORD 1 S,CA,36.316,-119.637,,,,,
,USC00043875,HEALDSBURG,CA,38.629,-122.866,,,,,
,USC00044890,LEMON COVE,CA,36.382,-119.026,,,,,
,USC00046399,OJAI,CA,34.448,-119.228,,,,,
,USC00046506,ORLAND,CA,39.746,-122.2,,,,,
,USC00046508,ORLEANS,CA,41.302,-123.539,,,,,
,USC00046730,PASO ROBLES,CA,35.628,-120.686,,,,,
,USC00046826,PETALUMA AIRPORT,CA,38.258,-122.608,,,,,
,USC00047195,QUINCY,CA,39.937,-120.948,,,,,
,USC00047916,SANTA CRUZ,CA,36.988,-122,,,,,
,USC00048758,TAHOE CITY,CA,39.168,-120.143,,,,,
,USC00049490,WEAVERVILLE,CA,40.735,-122.944,,,,,
,USC00049699,WILLOWS 6 W,CA,39.523,-122.305,,,,,
,USC00049866,YREKA,CA,41.703,-122.641,,,,,
,USW00024213,EUREKA WFO WOODLEY ISLAND,CA,40.81,-124.16,,,,,
,USC00044232,INDEPENDENCE,CA,36.798,-118.204,,,,,
,USC00047851,SAN LUIS OBISPO POLY,CA,35.306,-120.662,,,,,
,USC00041214,BURNEY,CA,40.88,-121.655,,,,,
,USC00041424,CAMPO,CA,32.626,-116.47,,,,,
,USC00042713,EL CENTRO 2 SSW,CA,32.767,-115.562,,,,,
,USC00043914,HENSHAW DAM,CA,33.237,-116.761,,,,,
,USC00040983,BORREGO DESERT PARK,CA,33.256,-116.404,,,,,
,USC00046657,PALOMAR MTN OBSERVATORY,CA,33.378,-116.84,,,,,
,USC00045502,MECCA FIRE STATION,CA,33.57,-116.073,,,,,
,USW00023158,BLYTHE ASOS,CA,33.619,-114.715,,,,,
,USW00003104,DESERT RESORTS REGIONAL AP,CA,33.632,-116.164,,,,,
,USC00043855,HAYFIELD PUMPING PLANT,CA,33.704,-115.629,,,,,
,USC00044211,IDYLLWILD FIRE DEPT,CA,33.757,-116.707,,,,,
,USC00042598,EAGLE MOUNTAIN,CA,33.808,-115.451,,,,,
,USC00042214,CULVER CITY,CA,34.005,-118.414,,,,,
,USC00044297,IRON MOUNTAIN,CA,34.147,-115.122,,,,,
,USC00049099,TWENTYNINE PALMS,CA,34.128,-116.037,,,,,
,USC00046006,MT WILSON CBS,CA,34.231,-118.071,,,,,
,USC00046699,PARKER RESRVOIR,CA,34.29,-114.171,,,,,
,USC00040741,BIG BEAR LAKE,CA,34.243,-116.917,,,,,
,USW00023190,SANTA BARBARA MUNI AP,CA,34.424,-119.842,,,,,
,USC00041253,CACHUMA LAKE,CA,34.582,-119.982,,,,,
,USC00045064,LOMPOC,CA,34.654,-120.451,,,,,
,USW00023187,SANDBERG,CA,34.744,-118.725,,,,,
,USC00046943,PISMO BEACH,CA,35.16,-120.683,,,,,
,USC00047253,RANDSBURG,CA,35.369,-117.653,,,,,
,USC00045866,MORRO BAY FIRE DEPT,CA,35.367,-120.845,,,,,
,USC00041244,BUTTONWILLOW,CA,35.403,-119.47,,,,,
,USC00049035,TRONA,CA,35.764,-117.391,,,,,
,USC00043710,HAIWEE,CA,36.139,-117.953,,,,,
,USC00042012,CORCORAN IRRIGATION DIST.,CA,36.097,-119.582,,,,,
,USC00044555,KING CITY,CA,36.207,-121.138,,,,,
,USC00044957,LINDSAY,CA,36.203,-119.055,,,,,
,USC00043083,FIVE POINTS 5 SSW,CA,36.364,-120.156,,,,,
,USC00048917,THREE RIVERS EDISON PH 1,CA,36.465,-118.862,,,,,
,USC00045026,LODGEPOLE,CA,36.604,-118.733,,,,,
,USC00045795,MONTEREY,CA,36.593,-121.856,,,,,
,USC00047668,SALINAS NO. 2,CA,36.659,-121.666,,,,,
,USC00043551,GRANT GROVE,CA,36.738,-118.962,,,,,
,USC00049473,WATSONVILLE WATERWORKS,CA,36.931,-121.769,,,,,
,USC00043261,FRIANT GOVERNMENT CAMP,CA,36.996,-119.707,,,,,
,USC00045233,MADERA,CA,36.954,-120.038,,,,,
,USC00043417,GILROY,CA,37.003,-121.561,,,,,
,USC00045118,LOS BANOS,CA,37.056,-120.867,,,,,
,USC00040673,BEN LOMOND NO. 4,CA,37.086,-122.08,,,,,
,USC00045933,MOUNT HAMILTON,CA,37.343,-121.635,,,,,
,USW00023157,BISHOP AIRPORT,CA,37.371,-118.359,,,,,
,USC00043714,HALF MOON BAY,CA,37.472,-122.443,,,,,
,USC00048380,SO ENTRANCE YOSEMITE N.P.,CA,37.512,-119.633,,,,,
,USC00049001,TRACY PUMPING PLANT,CA,37.796,-121.583,,,,,
,USC00043939,HETCH HETCHY,CA,37.961,-119.783,,,,,
,USC00048353,SONORA,CA,37.967,-120.387,,,,,
,USC00047880,SAN RAFAEL-CIVIC CENTER,CA,37.998,-122.537,,,,,
,USC00044500,KENTFIELD,CA,37.957,-122.545,,,,,
,USC00041277,CALAVERAS BIG TREES,CA,38.277,-120.311,,,,,
,USC00041428,CAMP PARDEE,CA,38.249,-120.843,,,,,
,USC00048351,SONOMA,CA,38.299,-122.462,,,,,
,USC00043578,GRATON,CA,38.431,-122.865,,,,,
,USC00049742,WINTERS,CA,38.525,-121.978,,,,,
,USC00047643,SAINT HELENA,CA,38.507,-122.471,,,,,
,USC00040212,ANGWIN PACIFIC UNION COLLEGE,CA,38.573,-122.441,,,,,
,USC00049781,WOODLAND 1 WNW,CA,38.683,-121.794,,,,,
,USC00041838,CLOVERDALE,CA,38.793,-123.026,,,,,
,USW00093230,SOUTH LAKE TAHOE AP,CA,38.898,-119.996,,,,,
,USC00043384,GEORGETOWN RS,CA,38.933,-120.801,,,,,
,USC00043573,GRASS VALLEY NO. 2,CA,39.204,-121.068,,,,,
,USC00041948,COLUSA 2 SSW,CA,39.188,-122.027,,,,,
,USW00023225,BLUE CANYON NYACK AP,CA,39.276,-120.709,,,,,
,USC00046136,NEVADA CITY,CA,39.247,-121.001,,,,,
,USC00042467,DONNER MEMORIAL ST PARK,CA,39.324,-120.233,,,,,
,USC00040931,BOCA,CA,39.389,-120.094,,,,,
,USC00047109,POTTER VALLEY POWERHOUSE,CA,39.362,-123.129,,,,,
,USC00049684,WILLITS 1 NE,CA,39.419,-123.343,,,,,
,USC00046521,OROVILLE,CA,39.518,-121.553,,,,,
,USC00042500,DOWNIEVILLE,CA,39.563,-120.824,,,,,
,USC00048606,STRAWBERRY VALLEY,CA,39.532,-121.161,,,,,
,USC00048587,STONY GORGE RESERVOIR,CA,39.586,-122.534,,,,,
,USC00046685,PARADISE,CA,39.754,-121.624,,,,,
,USC00042081,COVELO,CA,39.816,-123.244,,,,,
,USC00047085,PORTOLA,CA,39.805,-120.472,,,,,
,USC00042402,DE SABLA,CA,39.872,-121.611,,,,,
,USC00042506,DOYLE 4 SSE,CA,39.972,-120.083,,,,,
,USC00041700,CHESTER,CA,40.303,-121.242,,,,,
,USC00048045,SCOTIA,CA,40.483,-124.104,,,,,
,USC00048135,SHASTA DAM,CA,40.714,-122.416,,,,,
,USC00040738,BIG BAR 4 E,CA,40.74,-123.208,,,,,
,USC00043824,HAT CREEK,CA,40.932,-121.543,,,,,
,USC00044374,JESS VALLEY,CA,41.271,-120.298,,,,,
,USC00041316,CALLAHAN,CA,41.338,-122.825,,,,,
,USC00044838,LAVA BEDS NAT MON,CA,41.712,-121.507,,,,,
,USC00042147,CRESCENT CITY 3 NNW,CA,41.796,-124.215,,,,,
,USC00043157,FORT BIDWELL,CA,41.871,-120.157,,,,,
,USC00049053,TULELAKE,CA,41.96,-121.474,,,,,
,USC00045360,MARKLEY COVE,CA,38.492,-122.124,,,,,
,USW00024216,RED BLUFF MUNI AP,CA,40.152,-122.255,,,,,
,USW00023179,NEEDLES AIRPORT,CA,34.768,-114.618,,,,,
,USC00048702,SUSANVILLE 2SW,CA,40.417,-120.663,,,,,
,USW00093209,PASO ROBLES MUNICIPAL AP,CA,35.669,-120.629,,,,,
,USW00023110,LEMOORE REEVES NAS,CA,36.333,-119.95,,,,,
,USW00023066,GRAND JUNCTION WALKER FIELD,CO,39.134,-108.541,,,,,
,USC00051294,CANON CITY,CO,38.46,-105.225,,,,,
,USC00051528,CHEESMAN,CO,39.22,-105.278,,,,,
,USC00051564,CHEYENNE WELLS 2NE,CO,38.858,-102.333,,,,,
,USC00052184,DEL NORTE 3ENE,CO,37.691,-106.308,,,,,
,USC00052281,DILLON 1 E,CO,39.625,-106.034,,,,,
,USC00052446,EADS,CO,38.476,-102.777,,,,,
,USC00053038,FORT MORGAN,CO,40.257,-103.87,,,,,
,USC00053146,FRUITA,CO,39.144,-108.728,,,,,
,USC00053662,GUNNISON 3SW,CO,38.525,-106.967,,,,,
,USC00053951,HERMIT 8 SE,CO,37.749,-107.095,,,,,
,USC00054076,HOLLY,CO,38.052,-102.132,,,,,
,USC00054834,LAS ANIMAS,CO,38.063,-103.215,,,,,
,USC00055322,MANASSA,CO,37.171,-105.94,,,,,
,USC00055722,MONTROSE NO 2,CO,38.486,-107.879,,,,,
,USC00057936,STEAMBOAT SPRINGS,CO,40.488,-106.823,,,,,
,USC00058204,TELLURIDE 4WNW,CO,37.949,-107.874,,,,,
,USC00058429,TRINIDAD,CO,37.179,-104.487,,,,,
,USC00059243,WRAY,CO,40.082,-102.207,,,,,
,USC00051268,CAMPO 7 S,CO,37.01,-102.554,,,,,
,USC00053016,FORT LEWIS,CO,37.231,-108.051,,,,,
,USC00055531,MESA VERDE NP,CO,37.2,-108.489,,,,,
,USW00023070,TRINIDAD AP,CO,37.262,-104.332,,,,,
,USC00058793,WALSH 1 W,CO,37.382,-102.299,,,,,
,USC00058582,VALLECITO DAM,CO,37.38,-107.581,,,,,
,USC00051886,CORTEZ,CO,37.344,-108.595,,,,,
,USW00023061,ALAMOSA-BERGMAN FIELD,CO,37.439,-105.862,,,,,
,USC00055706,MONTE VISTA 2W,CO,37.581,-106.187,,,,,
,USC00058781,WALSENBURG 1 NW,CO,37.63,-104.796,,,,,
,USC00053541,GREAT SAND DUNES NATIONAL PARK AND PRESERVE,CO,37.733,-105.512,,,,,
,USC00057656,SILVERTON,CO,37.809,-107.663,,,,,
,USC00057167,ROCKY FORD 2 SE,CO,38.038,-103.695,,,,,
,USC00054770,LAMAR,CO,38.094,-102.631,,,,,
,USC00054388,JOHN MARTIN DAM,CO,38.063,-102.93,,,,,
,USW00023067,LA JUNTA MUNICIPAL AIRPORT,CO,38.049,-103.513,,,,,
,USC00058931,WESTCLIFFE,CO,38.131,-105.466,,,,,
,USC00058560,URAVAN,CO,38.376,-108.742,,,,,
,USC00058157,TACONY 13 SE,CO,38.342,-104.057,,,,,
,USC00051713,COCHETOPA CREEK,CO,38.443,-106.762,,,,,
,USC00051609,CIMARRON,CO,38.443,-107.557,,,,,
,USC00053246,GATEWAY 1ENE,CO,38.688,-108.961,,,,,
,USC00054603,KIT CARSON,CO,38.763,-102.8,,,,,
,USC00058184,TAYLOR PARK,CO,38.818,-106.609,,,,,
,USC00057287,RUSH 1N,CO,38.861,-104.094,,,,,
,USC00057309,RUXTON PARK,CO,38.842,-104.974,,,,,
,USC00051071,BUENA VISTA 2S,CO,38.825,-106.128,,,,,
,USC00051959,CRESTED BUTTE,CO,38.874,-106.977,,,,,
,USC00054742,LAKE GEORGE 8 SW,CO,38.907,-105.471,,,,,
,USC00050263,ANTERO RESERVOIR,CO,38.993,-105.891,,,,,
,USC00058501,TWIN LAKES RESERVOIR,CO,39.094,-106.351,,,,,
,USC00053489,GRAND JUNCTION 6ESE,CO,39.042,-108.466,,,,,
,USC00056266,PALISADE,CO,39.114,-108.35,,,,,
,USC00051772,COLORADO NATIONAL MONUMENT,CO,39.101,-108.734,,,,,
,USC00052932,FLAGLER 1S,CO,39.281,-103.062,,,,,
,USC00058064,SUGARLOAF RESERVOIR,CO,39.249,-106.371,,,,,
,USC00051121,BURLINGTON,CO,39.306,-102.261,,,,,
,USC00051401,CASTLE ROCK,CO,39.387,-104.864,,,,,
,USC00051660,CLIMAX,CO,39.367,-106.19,,,,,
,USC00050454,BAILEY,CO,39.405,-105.477,,,,,
,USC00053530,GRANT,CO,39.461,-105.678,,,,,
,USC00050214,ALTENBERN,CO,39.499,-108.381,,,,,
,USC00052790,EVERGREEN,CO,39.638,-105.315,,,,,
,USC00051186,CABIN CREEK,CO,39.655,-105.709,,,,,
,USC00051179,BYERS 5 ENE,CO,39.741,-104.127,,,,,
,USC00050950,BRIGHTON 3 SE,CO,39.944,-104.836,,,,,
,USC00054664,KREMMLING,CO,40.058,-106.368,,,,,
,USC00056832,RANGELY 1E,CO,40.089,-108.773,,,,,
,USC00059295,YUMA,CO,40.124,-102.722,,,,,
,USW00024015,AKRON WASHINGTON COUNTY AP,CO,40.174,-103.215,,,,,
,USC00050109,AKRON 4 E,CO,40.155,-103.142,,,,,
,USC00053500,GRAND LAKE 6 SSW,CO,40.185,-105.867,,,,,
,USC00059265,YAMPA,CO,40.156,-106.911,,,,,
,USC00053496,GRAND LAKE 1 NW,CO,40.267,-105.832,,,,,
,USC00053867,HAYDEN,CO,40.493,-107.255,,,,,
,USC00054945,LEROY 5 WSW,CO,40.515,-102.991,,,,,
,USC00055446,MAYBELL,CO,40.516,-108.094,,,,,
,USC00054082,HOLYOKE,CO,40.545,-102.341,,,,,
,USC00050945,BRIGGSDALE,CO,40.634,-104.329,,,,,
,USC00058756,WALDEN,CO,40.744,-106.279,,,,,
,USC00057515,SEDGWICK 5 S,CO,40.866,-102.516,,,,,
,USC00054413,JULESBURG,CO,40.988,-102.265,,,,,
,USC00052286,DINOSAUR NATL MONUMENT,CO,40.244,-108.973,,,,,
,USW00093010,LIMON,CO,39.273,-103.667,,,,,
,USC00056306,PAONIA 1SW,CO,38.852,-107.622,,,,,
,USW00024149,LEWISTON AP,ID,46.375,-117.015,,,,,
,USC00100010,ABERDEEN EXPERIMENT STN,ID,42.954,-112.825,,,,,
,USC00100470,ASHTON 1N,ID,44.071,-111.457,,,,,
,USC00101408,CAMBRIDGE,ID,44.573,-116.675,,,,,
,USC00101956,COEUR D'ALENE,ID,47.682,-116.797,,,,,
